"USCS_symbol_rep_or_calc","test_id","prim_source","test_name","sample_name","borehole","top","bottom","grain_size_curve","mass_fraction_of_gravel_in_soil","mass_fraction_of_sand_in_soil","mass_fraction_of_silt_in_soil","mass_fraction_of_clay_in_soil","mass_fraction_of_fines_in_soil","loss_on_ignition","LL","PL","IP","D10","D50","D60","USCS_symbol_rpt","soil_description","ground_ice_description","soil_group","USCS_symbol_calc","class","sample_mass_init","mass_of_dry_sample","gravimetric_wc_init","gravimetric_wc_fin","sample_volume_init","solid_grain_density_rep","solid_grain_density_rpt_or_asm","initial_degree_of_saturation_rep","frozen_void_ratio_rep","sample_height_ave_or_typ","sample_diameter_ave_or_typ","frozen_bulk_density_rep","frozen_dry_density_calc","final_bulk_density_rep","reported_test_result_type","sigma_v_1","sigma_v_2","sigma_v_3","sigma_v_4","sigma_v_5","sigma_v_6","sigma_v_7","delta_h_1","delta_h_2","delta_h_3","delta_h_4","delta_h_5","delta_h_6","delta_h_7","epsilon_1","epsilon_2","epsilon_3","epsilon_4","epsilon_5","epsilon_6","epsilon_7","e_1","e_2","e_3","e_4","e_5","e_6","e_7","data_quality_flag","note","source_id","data_source","volumetric_wc_calc","frozen_void_ratio_calc","loading_steps_count","sigma_v_min","sigma_v_max","epsilon_1_calc","epsilon_2_calc","epsilon_3_calc","epsilon_4_calc","epsilon_5_calc","epsilon_6_calc","epsilon_7_calc","e_1_calc","e_2_calc","e_3_calc","e_4_calc","e_5_calc","e_6_calc","e_7_calc","phase_change_strain","num_of_swelling_loading_step","swelling_flag","ave_depth","depth_interval_start","depth_interval_end","in_situ_sigma_v","A0","a0","R_sq","Cc","sigma_v_th_init","R_sq_semilog","ice_level","e_th","excess_water_strain","sigma_v_th","soil_compression_strain_at_100_kpa","total_strain_at_100_kpa","epsilon_sigma_v_e_logP_100","epsilon_sigma_v_e_logP_50","epsilon_sigma_v_e_logP_in_situ","group_speer","group_nixon","group_ladanyi","speer_strain","nixon_strain","ladanyi_strain","group_luscher","input_limits","slope_1","intercept_1","slope_2","intercept_2","luscher_strain","slope_1_luscher","slope_2_luscher","intercept_1_luscher","intercept_2_luscher","group_nelson","FDD_min","FDD_max","a1","a2","a3","a4","a5","a6","gs","FDD","porosity","nelson_strain","group_hanna","hanna_strain","slope_1_hanna","slope_2_hanna","intercept_1_hanna","intercept_2_hanna"
"ML","CEN-014","CEN","INU_2014_F2_237-247","INU_2014_F2_237-247","INU_2014_F2",2.37,2.47,TRUE,2.99,46.83,NA,NA,50.17,NA,"10.542","10.443","0.099",NA,NA,NA,"ML",NA,NA,"Fine-grained","ML",NA,1411.42,1186.07,19,NA,733.09,NA,2.65,NA,NA,96.35,97.04,1925.3,1617.9,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,8.36,10.99,12.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020c","St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020.",30.7400840336134,0.637926556900223,3,25,100,8.7,11.4,13.1,NA,NA,NA,NA,0.495,0.451,0.423,NA,NA,NA,NA,3.22,0,FALSE,2.42,2.32,2.42,1.88871929999999,7.85,0.0551428571428571,0.90069155624335,-0.119589411415945,4.17777351818803,0.983805668016194,"Ice-poor",0.58525372192681,0,4.17777351818803,10.07,13.29,13.284675228582,11.0867744833782,0.698511156227083,"YES","YES","YES",6.91267278512903,13.571626525223,7.78087995839373,"Silt",1353.9,-0.06193,88.15101,0,4.3,4.3,-0.06193,0,88.15101,4.3,"ML Lowland",400,900,398.5,27.7,-8.6,-8457.6,6897.9,-176.4,2650,1617.89915966387,0.389472015221183,3.04516851384707,"Low Plastic Fines",-1.07583464705882,0.6111,1.615,-19.8611,-61.538
"ML","CEN-016","CEN","INU_2014_F2_270-279","INU_2014_F2_270-279","INU_2014_F2",2.7,2.79,TRUE,0.19,44.61,NA,NA,55.19,NA,"13.71","12.24","1.47",NA,NA,NA,"ML",NA,NA,"Fine-grained","ML",NA,1302.66,1081.14,20.49,NA,670.39,NA,2.65,NA,NA,88.85,97.34,1943.1,1612.7,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,3.22,5.57,8.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020c","St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020.",33.0435048551747,0.643242756420153,3,25,100,3.6,6.3,9.4,NA,NA,NA,NA,0.584,0.54,0.489,NA,NA,NA,NA,3.23,0,FALSE,2.745,2.65,2.745,1.810872045,2.05,0.0751428571428572,0.977570806716038,-0.15779158450715,23.2529936229745,0.998193481787347,"Ice-poor",0.590130969192801,0,23.2529936229745,6.08,9.31,9.31548848491303,6.42486262854351,-7.41305931874753,"YES","YES","YES",5.97582406794088,12.6992513360964,6.95259453383476,"Silt",1353.9,-0.06193,88.15101,0,4.3,4.3,-0.06193,0,88.15101,4.3,"ML Lowland",400,900,398.5,27.7,-8.6,-8457.6,6897.9,-176.4,2650,1612.66495144825,0.391447188132735,-6.09187220202867,"Low Plastic Fines",0.331785816997254,0.6111,1.615,-19.8611,-61.538
"ML","CEN-017","CEN","INU_2014_F2_282-292","INU_2014_F2_282-292","INU_2014_F2",2.82,2.92,TRUE,0.69,42.56,NA,NA,56.75,NA,"13.465","10.853","2.612",NA,NA,NA,"ML",NA,NA,"Fine-grained","ML",NA,1533.13,1268.9,20.82,NA,812.48,NA,2.65,NA,NA,105.45,97.23,1887,1561.8,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,28.74,33.43,35.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020c","St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020.",32.5172487998676,0.696730259671436,3,25,100,27.3,31.7,33.9,NA,NA,NA,NA,0.234,0.159,0.122,NA,NA,NA,NA,3.39,0,FALSE,2.87,2.745,2.87,2.31393375,26.2,0.0817142857142855,0.862244897959185,-0.186027973313692,0.153361647591697,0.963046371174122,"Ice-rich",0.487722613294052,8.93,1,21.93,34.25,34.2460794632902,30.9456137775515,16.312970675517,"YES","YES","YES",8.95819448186313,15.4833248192057,9.59393260486263,"Silt",1353.9,-0.06193,88.15101,0,4.3,4.3,-0.06193,0,88.15101,4.3,"ML Lowland",400,900,398.5,27.7,-8.6,-8457.6,6897.9,-176.4,2650,1561.82751200132,0.41063112754667,3.18398022480119,"Low Plastic Fines",0.0101907415990716,0.6111,1.615,-19.8611,-61.538
"ML","CEN-018","CEN","INU_2014_F2_292-302","INU_2014_F2_292-302","INU_2014_F2",2.92,3.02,TRUE,0.21,43.03,NA,NA,56.76,NA,"16.299","13.153","3.146",NA,NA,NA,"ML",NA,NA,"Fine-grained","ML",NA,1340.56,1083.95,23.67,NA,720.23,NA,2.65,NA,NA,92.43,98.28,1861.3,1505,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,5.42,7.18,8.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020c","St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020.",35.6246227864478,0.760734432923226,3,25,100,5.9,7.8,9.7,NA,NA,NA,NA,0.657,0.623,0.59,NA,NA,NA,NA,3.57,0,FALSE,2.97,2.87,2.97,1.82593529999999,4.95,0.0488571428571428,0.964285714285714,-0.111284591178727,10.6837321645861,0.99992574992575,"Ice-poor",0.697921498094702,0,10.6837321645861,6.14,9.71,9.70623941886323,7.80362427295605,-1.28178265882341,"YES","YES","YES",10.3541878648051,16.7940923695362,10.8353689417928,"Silt",1353.9,-0.06193,88.15101,0,4.3,4.3,-0.06193,0,88.15101,4.3,"ML Lowland",400,900,398.5,27.7,-8.6,-8457.6,6897.9,-176.4,2650,1505.05377213552,0.432055180326218,-1.05558645545577,"Low Plastic Fines",1.90910698479825,0.6111,1.615,-19.8611,-61.538
"SM or SC","CEN-020","CEN","INU_2014_F2_316-326","INU_2014_F2_316-326","INU_2014_F2",3.16,3.26,TRUE,0.07,60.18,NA,NA,39.74,NA,"12.325","9.98","2.345",0.014,0.107,0.13,"inconclusive",NA,NA,"Coarse-grained","SM or SC",NA,1421.85,1157.33,22.86,NA,743.03,NA,2.65,NA,NA,100.79,96.61,1913.6,1557.6,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,8.65,13.19,14.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020c","St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020.",35.6054826631939,0.701395275919733,3,25,100,8.6,13.1,14.8,NA,NA,NA,NA,0.555,0.479,0.45,NA,NA,NA,NA,3.41,0,FALSE,3.21,3.07,3.21,2.62813823999999,7.75,0.0757142857142857,0.814561777942746,-0.174401224981587,7.00934789232113,0.937393719532932,"Ice-poor",0.643481904513516,0,7.00934789232113,11.83,15.24,15.2362365713595,12.150533869404,-0.963131840365954,"NO","NO","YES",7.53319620998893,14.1505065013615,8.33018847029818,"Silty Sand",1672.1,-0.03504,62.69266,0,4.1,4.1,-0.03504,0,62.69266,4.1,"Silty Sand",600,1500,218,-164,2,1893.4,-253.1,31,2700,1557.54517336806,0.412247104389411,3.75896161743172,"Low Plastic Fines",1.89741045547778,0.6111,1.615,-19.8611,-61.538
"SM or SC","CEN-021","CEN","INU_2014_F2_336-348","INU_2014_F2_336-348","INU_2014_F2",3.36,3.48,TRUE,0.04,64.27,NA,NA,35.68,NA,"12.119","10.437","1.682",0.015,0.115,0.135,"inconclusive",NA,NA,"Coarse-grained","SM or SC",NA,1601.66,1288.21,24.33,NA,854.97,NA,2.65,NA,NA,115.1,96.36,1873.4,1506.7,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,10.99,14.66,16.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020c","St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020.",36.6603571141317,0.758698089035978,3,25,100,9.5,12.7,14.5,NA,NA,NA,NA,0.592,0.535,0.504,NA,NA,NA,NA,3.56,0,FALSE,3.42,3.21,3.42,3.85939134,8.6,0.0622857142857143,0.882165132165132,-0.146164836175045,4.5331810441222,0.971724945624895,"Ice-poor",0.696053292693557,0,4.5331810441222,11.17,14.73,14.7285895165382,12.2267388422068,2.98119258181874,"NO","NO","YES",9.69454488948346,16.1740613605218,10.2483110558698,"Silty Sand",1672.1,-0.03504,62.69266,0,4.1,4.1,-0.03504,0,62.69266,4.1,"Silty Sand",600,1500,218,-164,2,1893.4,-253.1,31,2700,1506.79642885868,0.431397574015592,4.59234016206324,"Low Plastic Fines",2.54204423244591,0.6111,1.615,-19.8611,-61.538
"SM or SC","CEN-022","CEN","INU_2014_F2_381-391","INU_2014_F2_381-391","INU_2014_F2",3.81,3.91,TRUE,0.05,67.48,NA,NA,32.46,NA,"14.18","10.5","3.68",0.012,0.139,0.16,"inconclusive",NA,NA,"Coarse-grained","SM or SC",NA,1311.75,1002.81,30.81,NA,729.15,NA,2.65,NA,NA,98.97,96.19,1799,1375.3,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,13.78,15.84,17.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020c","St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020.",42.3722880513722,0.926884380211228,3,25,100,13.9,16,17.6,NA,NA,NA,NA,0.659,0.619,0.588,NA,NA,NA,NA,3.97,0,FALSE,3.86,3.42,3.86,7.76520360000001,13.1,0.0468571428571428,0.929885216429263,-0.117928447368502,0.578900532965109,0.994672454617206,"Ice-rich",0.822356894737003,1.45,1,12.24,17.66,17.6650132050951,15.8226608374814,10.8725687341751,"NO","NO","YES",13.8198887842173,20.0734545397815,13.9347131153332,"Silty Sand",1672.1,-0.03504,62.69266,0,4.1,4.1,-0.03504,0,62.69266,4.1,"Silty Sand",600,1500,218,-164,2,1893.4,-253.1,31,2700,1375.27711948628,0.48102750208065,7.85273498901334,"Low Plastic Fines",6.89324520296613,0.6111,1.615,-19.8611,-61.538
"SM or SC","CEN-023","CEN","INU_2014_F2_391-398","INU_2014_F2_391-398","INU_2014_F2",3.91,3.98,TRUE,0.25,62.003,NA,NA,37.75,NA,"14.614","11.727","2.887",0.015,0.112,0.132,"inconclusive",NA,NA,"Coarse-grained","SM or SC",NA,893.86,685.57,30.38,NA,505.36,NA,2.65,NA,NA,68.84,96.36,1768.8,1356.6,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,14.22,15.69,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020c","St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020.",41.2150207086977,0.953341248303935,3,25,100,20.7,22.8,25.1,NA,NA,NA,NA,0.549,0.508,0.463,NA,NA,NA,NA,4.03,0,FALSE,3.945,3.86,3.945,1.47491388,19.55,0.0568571428571429,0.973380198603874,-0.142842908080157,0.132740975188163,0.999279409115475,"Ice-rich",0.749352482826981,6.41,1,14.63,25.07,25.0685630103008,22.8672067425551,11.6772164903109,"NO","NO","YES",15.5433225128801,21.7197853547603,15.486835779113,"Silty Sand",1672.1,-0.03504,62.69266,0,4.1,4.1,-0.03504,0,62.69266,4.1,"Silty Sand",600,1500,218,-164,2,1893.4,-253.1,31,2700,1356.64979291302,0.488056681919614,8.20568407780127,"Low Plastic Fines",5.32539915508513,0.6111,1.615,-19.8611,-61.538
"SW-SM/SC or SP-SM/SC","CEN-024","CEN","INU_2014_F2_413-425","INU_2014_F2_413-425","INU_2014_F2",4.13,4.25,TRUE,0.04,92.74,NA,NA,7.22,NA,"22.089","11.727","10.382",0.089,0.21,0.235,"inconclusive",NA,NA,"Coarse-grained","SW-SM/SC or SP-SM/SC",NA,1666.02,1370.58,21.56,NA,867.03,NA,2.65,NA,NA,120.87,94.61,1921.5,1580.8,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,9.09,11.58,12.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020c","St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020.",34.0799111549852,0.676471506635441,3,25,100,7.5,9.6,10.4,NA,NA,NA,NA,0.551,0.516,0.502,NA,NA,NA,NA,3.33,0,FALSE,4.19,3.945,4.19,4.61822917499999,7.1,0.0354285714285714,0.815962640628317,-0.0813872383247407,3.15912968881767,0.942307692307691,"Ice-poor",0.620616061133432,0,3.15912968881767,7.28,10.61,10.6158384399039,9.15443573171413,4.13230132500394,"NO","NO","YES",7.11379586188286,13.7591568776945,7.95885839371277,"Silty Sand",1672.1,-0.03504,62.69266,0,4.1,4.1,-0.03504,0,62.69266,4.1,"Silty Sand",600,1500,218,-164,2,1893.4,-253.1,31,2700,1580.70088845015,0.403509098698057,3.29250079868977,"Low Plastic Fines",0.96513370681145,0.6111,1.615,-19.8611,-61.538
"SW-SM/SC or SP-SM/SC","CEN-025","CEN","INU_2014_F2_425-437","INU_2014_F2_425-437","INU_2014_F2",4.25,4.37,TRUE,0.004,90.31,NA,NA,9.68,NA,"22.511",NA,NA,0.084,0.201,0.222,"inconclusive",NA,NA,"Coarse-grained","SW-SM/SC or SP-SM/SC",NA,1583.28,1292.28,22.52,NA,827.42,NA,2.65,NA,NA,115.12,94.83,1913.5,1561.8,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,9.83,12.47,13.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020c","St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020.",35.1714169115247,0.696775542200157,3,25,100,8.5,10.8,11.3,NA,NA,NA,NA,0.553,0.514,0.505,NA,NA,NA,NA,3.39,0,FALSE,4.31,4.19,4.31,2.25257220000002,8.25,0.0334285714285714,0.730781550288277,-0.0797262742772972,1.79258164240314,0.884792626728109,"Ice-poor",0.639243616697392,0,1.79258164240314,8.21,11.6,11.5970284404857,10.1825808955334,3.85677141021519,"NO","NO","YES",7.53851616504748,14.1554732363633,8.33490037833383,"Silty Sand",1672.1,-0.03504,62.69266,0,4.1,4.1,-0.03504,0,62.69266,4.1,"Silty Sand",600,1500,218,-164,2,1893.4,-253.1,31,2700,1561.78583088475,0.410646856269904,3.65135927961127,"Low Plastic Fines",1.63215287463271,0.6111,1.615,-19.8611,-61.538
"SM or SC","CEN-027","CEN","INU_2014_F2_486-498","INU_2014_F2_486-498","INU_2014_F2",4.86,4.98,TRUE,1.48,76.05,NA,NA,22.47,NA,"14.309","13.583","0.726",0.031,0.232,0.282,"inconclusive",NA,NA,"Coarse-grained","SM or SC",NA,1525.07,1287.27,18.47,NA,787.38,NA,2.65,NA,NA,115.31,93.46,1936.9,1634.9,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,17.01,19.65,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020c","St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020.",30.1971326074112,0.62086581651092,3,25,100,14.8,17,18.8,NA,NA,NA,NA,0.381,0.345,0.316,NA,NA,NA,NA,3.16,0,FALSE,4.92,4.79,4.92,2.47012857,13.9,0.0508571428571428,0.939843379212151,-0.10796266308384,0.436735149699682,0.996149009745363,"Ice-rich",0.530758659501013,2.4,1,13.32,18.88,18.8808030905577,16.8757018866863,8.17502627779716,"NO","NO","YES",6.30116455103544,13.0019905711842,7.24009709368201,"Silty Sand",1672.1,-0.03504,62.69266,0,4.1,4.1,-0.03504,0,62.69266,4.1,"Silty Sand",600,1500,218,-164,2,1893.4,-253.1,31,2700,1634.92867392589,0.383045783424193,2.22413569325174,"Low Plastic Fines",-1.40763226361104,0.6111,1.615,-19.8611,-61.538
"ML","CEN-028","CEN","INU_2017_F1_76-91","INU_2017_F1_76-91","INU_2017_F1",0.76,0.91,TRUE,1.27,43.72,NA,NA,55,NA,"23.019",NA,NA,NA,NA,NA,"ML",NA,NA,"Fine-grained","ML or CL",NA,1715.52,1132.26,51.51,NA,1135.42,NA,2.65,NA,NA,143.27,100,1510.9,997.2,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,45.45,47.94,49.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Variations in reported water content across different sections of the report.","CEN_2020c","St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020.",51.3672094251205,1.65736647031571,3,25,100,31.7,33.5,34.6,NA,NA,NA,NA,0.815,0.767,0.738,NA,NA,NA,NA,5.15,0,FALSE,0.835,0,0.835,12.376310715,31.15,0.0362857142857142,0.895856476338593,-0.127894231653164,7.19033323112411e-05,0.98010800088164,"Ice-rich",0.990621796639661,19.94,1,9.63,34.72,34.7160674783697,33.2672646719045,30.348873414315,"YES","YES","YES",31.5865801240596,37.8549406367199,30.513740264173,"Silt",1353.9,-0.06193,88.15101,0,4.3,4.3,-0.06193,0,88.15101,4.3,"ML Lowland",400,900,398.5,27.7,-8.6,-8457.6,6897.9,-176.4,2650,997.227905748796,0.623687582736304,24.9353678535859,"Low Plastic Fines",21.4200432215695,0.6111,1.615,-19.8611,-61.538
"ML","CEN-029","CEN","INU_2017_F1_95-105","INU_2017_F1_95-105","INU_2017_F1",0.95,1.05,TRUE,0.21,39.1,NA,NA,60.7,NA,"24.811",NA,NA,NA,NA,NA,"ML",NA,NA,"Fine-grained","ML or CL",NA,1125,583.08,92.94,NA,916.807,NA,2.65,NA,NA,106.3,101.25,1227.1,636,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,42.08,43.69,44.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020c","St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020.",59.1099170726651,3.16666123380328,3,25,100,39.6,41.1,42.2,NA,NA,NA,NA,1.517,1.454,1.408,NA,NA,NA,NA,6.28,0,FALSE,1,0.835,1,1.986245415,39.05,0.0328571428571428,0.924308079396143,-0.181045081171363,5.18347409554949e-07,0.991957029945452,"Ice-rich",1.76725682900939,27.31,1,8.69,42.28,42.2759247343163,40.9679230288296,34.8807286027883,"YES","YES","YES",52.7662572083628,65.8983422976759,54.696576101041,"Silt",1353.9,-0.06193,88.15101,0,4.3,12.156707,-0.06193,0,88.15101,4.3,"ML Lowland",400,900,398.5,27.7,-8.6,-8457.6,6897.9,-176.4,2650,636.000829273349,0.759999687066661,62.3373111031262,"Low Plastic Fines",33.9245160723541,0.6111,1.615,-19.8611,-61.538
"SM","CEN-031","CEN","INU_2017_F1_126-141","INU_2017_F1_126-141","INU_2017_F1",1.26,1.41,TRUE,1.73,59.11,NA,NA,39.2,NA,"20.232",NA,NA,0.015,0.104,0.134,"SM",NA,NA,"Coarse-grained","SM or SC",NA,1846.84,1285.3,43.69,NA,1158.1,NA,2.65,NA,NA,142.5,100.6,1594.7,1109.8,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,32.4,34.6,35.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"CEN_2020c","St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020.",48.488024914747,1.38777513011852,3,25,100,22.7,24.3,25.1,NA,NA,NA,NA,0.846,0.808,0.788,NA,NA,NA,NA,4.8,0,FALSE,1.335,1.19,1.335,2.268381015,22.3,0.0297142857142856,0.862244897959185,-0.0963359147517343,0.000855930084357088,0.968894009216588,"Ice-rich",0.977671829503468,12.37,1,8.07,25.24,25.2442167821975,24.0296970548495,18.6102753827998,"NO","NO","YES",26.0914027874318,32.1166990575002,25.2153238697407,"Silty Sand",1672.1,-0.03504,62.69266,0,4.1,6.81437199999999,-0.03504,0,62.69266,4.1,"Silty Sand",600,1500,218,-164,2,1893.4,-253.1,31,2700,1109.81975085253,0.581200094017913,17.2548418145693,"Low Plastic Fines",16.7701602373164,0.6111,1.615,-19.8611,-61.538
"SM","CEN-032","CEN","INU_2017_F1_153-168","INU_2017_F1_153-168","INU_2017_F1",1.53,1.68,TRUE,0.71,76.7,NA,NA,22.6,NA,"22.182",NA,NA,0.03,0.154,0.177,"SM",NA,NA,"Coarse-grained","SM or SC",NA,1892.74,1408.54,34.38,NA,1119.57,NA,2.65,NA,NA,145.89,98.39,1690.6,1258.1,NA,"delta_h-sigma_v",25,50,100,NA,NA,NA,NA,30.2,31.82,33.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Variations in reported water content across different sections of the report.","CEN_2020c","St-amour, A. B., Allard, M., Chiasson, A., Aubé-michaud, S., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Inukjuak, Québec, 112 pp., 2020.",43.2525881827653,1.10639417958121,3,25,100,20.7,21.8,22.8,NA,NA,NA,NA,0.67,0.647,0.626,NA,NA,NA,NA,4.34,0,FALSE,1.605,1.335,1.605,4.47789222,20.2,0.0268571428571428,0.953388001726371,-0.0730824180875222,0.000470031199078679,0.999311768754301,"Ice-rich",0.771831502841711,11.54,1,6.94,22.82,22.8222959204209,21.7778570298627,18.1421272489675,"NO","NO","YES",20.1465001568081,26.179860984169,19.6770714067411,"Silty Sand",1672.1,-0.03504,62.69266,0,4.1,4.1,-0.03504,0,62.69266,4.1,"Silty Sand",600,1500,218,-164,2,1893.4,-253.1,31,2700,1258.07411817235,0.525255049746284,11.2708572259847,"Low Plastic Fines",8.31492991516595,0.6111,1.615,-19.8611,-61.538
